timestamp,mode,result,steps,target_color,cup_init_x,cup_init_y,cup_init_z
2026-02-09 15:12:11,arm,success,169,red,0.178771,0.174759,0.845000
2026-02-09 15:13:11,arm,fail,577,unknown,nan,nan,nan
2026-02-09 15:13:31,arm,success,172,red,0.203303,0.145492,0.845000
2026-02-09 15:14:31,arm,fail,577,unknown,nan,nan,nan
2026-02-09 15:14:51,arm,success,177,red,0.195987,0.155206,0.845000
2026-02-09 15:15:51,arm,fail,576,unknown,nan,nan,nan
2026-02-09 15:16:09,arm,success,161,red,0.217448,0.123355,0.845000
2026-02-09 15:17:10,arm,fail,579,unknown,nan,nan,nan
2026-02-09 15:18:10,arm,fail,576,unknown,nan,nan,nan
2026-02-09 15:19:10,arm,fail,576,unknown,nan,nan,nan
